title,author,venue,year,class
Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",Very Large Data Bases,1996,ID1770
Implementation and Analysis of a Parallel Collection Query Language,Dan Suciu,Very Large Data Bases,1996,ID1813
"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Georges Gardarin, Fei Sha, Zhao-Hui Tang",Very Large Data Bases,1996,ID1782
The Structured Information Manager: A Database System for SGML Documents,Ron Sacks-Davis,Very Large Data Bases,1996,ID1837
Cache Coherency in Oracle Parallel Server,Boris Klots,Very Large Data Bases,1996,ID1788
Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",Very Large Data Bases,1996,ID1783
Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Serge Abiteboul, Hector Garcia-Molina",Very Large Data Bases,1996,ID1815
What is the Data Warehousing Problem? (Are Materialized Views the Answer?),"Ashish Gupta, Inderpal Singh Mumick",Very Large Data Bases,1996,ID1840
Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",Very Large Data Bases,1996,ID1774
ZOO: A Desktop Experiment Management Environment,"Yannis E. Ioannidis, Miron Livny, S. Gupta, Nagavamsi Ponnekanti",Very Large Data Bases,1996,ID1809
Fast Nearest Neighbor Search in Medical Image Databases,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",Very Large Data Bases,1996,ID1777
Storage Estimation for Multidimensional Aggregates in the Presence of Hierarchies,"Amit Shukla, Prasad Deshpande, Jeffrey F. Naughton, Karthikeyan Ramasamy",Very Large Data Bases,1996,ID1821
SPRINT: A Scalable Parallel Classifier for Data Mining,"John C. Shafer, Rakesh Agrawal, Manish Mehta",Very Large Data Bases,1996,ID1823
Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,Amit P. Sheth,Very Large Data Bases,1996,ID1789
Tribeca: A Stream Database Manager for Network Traffic Analysis,Mark Sullivan,Very Large Data Bases,1996,ID1835
SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",Very Large Data Bases,1996,ID1806
The Query Optimizer in Tandem's new ServerWare SQL Product,Pedro Celis,Very Large Data Bases,1996,ID1833
"TPC-D: The Challenges, Issues and Results",Ramesh Bhashyam,Very Large Data Bases,1996,ID1834
Querying Heterogeneous Information Sources Using Source Descriptions,"Alon Y. Levy, Anand Rajaraman, Joann J. Ordille",Very Large Data Bases,1996,ID1807
Supporting State-Wide Immunisation Tracking Using Multi-Paradigm Workflow Technology,"Amit P. Sheth, Krys Kochut, John A. Miller, Devashish Worah, Souvik Das, Chenye Lin, Devanand Palaniswami, John Lynch, Ivan Shevchenko",Very Large Data Bases,1996,ID1808
Supporting Procedural Constructs in SQL Compilers,Nelson Mendon&#231;a Mattos,Very Large Data Bases,1996,ID1827
Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",Very Large Data Bases,1996,ID1769
Of Objects and Databases: A Decade of Turmoil,"Michael J. Carey, David J. DeWitt",Very Large Data Bases,1996,ID1795
Applying Data Mining Techniques to a Health Insurance Information System,"Marisa S. Viveros, John P. Nearhos, Michael J. Rothman",Very Large Data Bases,1996,ID1778
Query Processing Techniques for Multiversion Access Methods,"Jochen Van den Bercken, Bernhard Seeger",Very Large Data Bases,1996,ID1803
Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",Very Large Data Bases,1996,ID1798
MineSet(tm): A System for High-End Data Mining and Visualization,'',Very Large Data Bases,1996,ID1836
Efficient Snapshot Differential Algorithms for Data Warehousing,"Wilburt Labio, Hector Garcia-Molina",Very Large Data Bases,1996,ID1771
EROC: A Toolkit for Building NEATO Query Optimizers,"William J. McKenna, Louis Burger, Chi Hoang, Melissa Truong",Very Large Data Bases,1996,ID1772
Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,"Elisa Bertino, Claudio Bettini, Elena Ferrari, Pierangela Samarati",Very Large Data Bases,1996,ID1818
Coalescing in Temporal Databases,"Michael H. B&#246;hlen, Richard Thomas Snodgrass, Michael D. Soo",Very Large Data Bases,1996,ID1775
Practical Issues with Commercial Use of Federated Databases,Jim Kleewein,Very Large Data Bases,1996,ID1826
Synchronization and recovery in a client-server storage system,"E. Panagos, A. Biliris",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2051
Heuristic and randomized optimization for the join ordering problem,"Michael Steinbrunn, Guido Moerkotte, Alfons Kemper",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2048
Sing the truth about ad hoc join costs,"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2052
Concurrency and recovery for index trees,"David Lomet, Betty Salzberg",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2049
Query processing over object views of relational data,"Gustav Fahl, Tore Risch",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2044
Erratum-A database model for object dynamics,"M. P. Papazoglou, B. J. Kr&#228;mer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2053
Structured document storage and refined declarative and navigational access mechanisms in HyperStorM,"Klemens B&#246;hm, Karl Aberer, Erich J. Neuhold, Xiaoya Yang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2045
EXACT: an extensible approach to active object-oriented databases,"Oscar D&#237;az, Arturo Jaime",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2043
Data placement in shared-nothing parallel database systems,"Manish Mehta, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2061
Analysis of locking behavior in three real database systems,"Vigyan Singhal, Alan Jay Smith",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2060
Graphical interaction with heterogeneous databases,"T. Catarci, G. Santucci, J. Cardiff",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2055
A database model for object dynamics,"M. P. Papazoglou, B. J. Kr&#228;mer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2054
Parametric query optimization,"Yannis E. Ioannidis, Raymond T. Ng, Kyuseok Shim, Timos K. Sellis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2058
On applying hash filters to improving the execution of multi-join queries,"Ming-Syan Chen, Hui-I Hsiao, Philip S. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2057
The impact of object technology on commercial transaction processing,Edward E. Cobb,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2050
Concurrency control in hierarchical multidatabase systems,"Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2056
Introduction,"M. Tamer &#214;zsu, Stavros Christodoulakis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2126
Spatial and temporal content-based access to hypervideo databases,"Haitao Jiang, Ahmed K. Elmagarmid",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2027
Optimal clip ordering for multi-clip queries,"Raymond T. Ng, Paul Shum",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2028
Integrating symbolic images into a multimedia database system using classification and abstraction approaches,"Aya Soffer, Hanan Samet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2029
Approximate similarity retrieval with M-trees,"Pavel Zezula, Pasquale Savino, Giuseppe Amato, Fausto Rabitti",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2025
Delivering presentations from multimedia servers,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2026
"The hB $^\\Pi$-tree: a multi-attribute index supporting concurrency, recovery and node consolidation","Georgios Evangelidis, David Lomet, Betty Salzberg",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2062
Dictionary-based order-preserving string compression,Gennady Antoshenkov,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2059
A logical view of structured files,"Serge Abiteboul, Sophie Cluet, Tova Milo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2035
Fast image retrieval using color-spatial information,"Beng Chin Ooi, Kian-Lee Tan, Tat Seng Chua, Wynne Hsu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2036
Guest Editorial,Matthias Jarke,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,
Enhanced abstract data types in object-relational databases,Praveen Seshadri,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2030
Integrated document caching and prefetching in storage hierarchies based on Markov-chain predictions,"Achim Kraiss, Gerhard Weikum",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2032
"Scalable feature selection, classification and signature generation for organizing large text databases into hierarchical topic taxonomies","Soumen Chakrabarti, Byron Dom, Rakesh Agrawal, Prabhakar Raghavan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2033
Garbage collection in object-oriented databases using transactional cyclic reference counting,"P. Roy, S. Seshadri, A. Silberschatz, S. Sudarshan, S. Ashwin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2031
Integrating reliable memory in databases,"Wee Teck Ng, Peter M. Chen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2034
Speeding up construction of PMR quadtree-based spatial indexes,"Gisli R. Hjaltason, Hanan Samet",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2168
Spatial indexing of high-dimensional data based on relative approximation,"Yasushi Sakurai, Masatoshi Yoshikawa, Shunsuke Uemura, Haruhiko Kojima",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2167
Query processing techniques for arrays,"Arunprasad P. Marathe, Kenneth Salem",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2174
An authorization system for digital libraries,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2170
Designing wrapper components for e-services in integrating heterogeneous systems,"Massimo Mecella, Barbara Pernici",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1987
Guest editorial,"Fabio Casati, Ming-Chien Shan, Dimitrios Georgakopoulos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID2127
A template model for multidimensional inter-transactional association rules,"Ling Feng, Jeffrey Xu Yu, Hongjun Lu, Jiawei Han",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2166
Efficient similarity search for market basket data,"Alexandros Nanopoulos, Yannis Manolopoulos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2165
Semantic and schematic similarities between database objects: a context-based approach,"Vipul Kashyap, Amit Sheth",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2066
An asymptotically optimal multiversion B-tree,"Bruno Becker, Stephan Gschwind, Thomas Ohler, Bernhard Seeger, Peter Widmayer",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2064
Building knowledge base management systems,"John Mylopoulos, Vinay Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topologlou",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2063
Query processing and optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2065
Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2173
Searching in metric spaces by spatial approximation,Gonzalo Navarro,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2172
Efficient retrieval of similar shapes,"Davood Rafiei, Alberto O. Mendelzon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2169
Indexing of now-relative spatio-bitemporal data,"Simonas &#352;altenis, Christian S. Jensen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2171
Join algorithm costs revisited,"Evan P. Harris, Kotagiri Ramamohanarao",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2080
A taxonomy of correctness criteria in database applications,"Krithi Ramamritham, Panos K. Chrysanthis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2076
A predicate-based caching scheme for client-server database architectures,"Arthur M. Keller, Julie Basu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2075
Mariposa: a wide-area distributed database system,"Michael Stonebraker, Paul M. Aoki, Witold Litwin, Avi Pfeffer, Adam Sah, Jeff Sidell, Carl Staelin, Andrew Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2079
Access path support for referential integrity in SQL2,"Theo H&#228;rder, Joachim Reinert",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2068
Index nesting - an efficient approach to indexing in object-oriented databases,"Beng Chin Ooi, Jiawei Han, Hongjun Lu, Kian Lee Tan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2070
A complete temporal relational algebra,"Debabrata Dey, Terence M. Barron, Veda C. Storey",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2067
The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2069
The GMAP: a versatile tool for physical data independence,"Odysseas G. Tsatalos, Marvin H. Solomon, Yannis E. Ioannidis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2072
Algebraic query optimisation for database programming languages,"Alexandra Poulovassilis, Carol Small",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2071
A configurable type hierarchy index for OODB,"Thomas A. Mueck, Martin L. Polaschek",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2046
Using extended feature objects for partial similarity retrieval,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1997,ID2047
Parallelizing OODBMS traversals: a performance evaluation,"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2077
Priority assignment in real-time active databases,"Rajendran M. Sivasankaran, John A. Stankovic, Don Towsley, Bhaskar Purimetla, Krithi Ramamritham",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2078
Type-safe relaxing of schema consistency rules for flexible modelling in OODBMS,"Eric Amiel, Marie-Jo Bellosta, Eric Dujardin, Eric Simon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2073
An experimental object-based sharing system for networked databases,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1996,ID2074
Guest editorial,"Paolo Atzeni, Alberto O. Mendelzon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2118
Optimizing multiple dimensional queries simultaneously in multidimensional databases,"Weifa Liang, Maria E. Orlowska, Jeffrey X. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2016
Learning response time for WebSources using query feedback and application in query optimization,"Jean-Robert Gruser, Louiqa Raschid, Vladimir Zadorozhny, Tao Zhan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2005
Semantic caching of Web queries,"Boris Chidlovskii, Uwe M. Borghoff",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2004
Effective timestamping in databases,"Kristian Torp, Christian S. Jensen, Richard Thomas Snodgrass",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2010
Quantifiable data mining using ratio rules,"Flip Korn, Alexandros Labrinidis, Yannis Kotidis, Christos Faloutsos",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2013
Update propagation strategies to improve freshness in lazy master replicated databases,"Esther Pacitti, Eric Simon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2015
WaveCluster: a wavelet-based clustering approach for spatial data in very large databases,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2014
The LHAM log-structured history data access method,"Peter Muth, Patrick O'Neil, Achim Pick, Gerhard Weikum",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2012
Secure buffering in firm real-time database systems,"Binto George, Jayant R. Haritsa",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2011
Distance-based outliers: algorithms and applications,"Edwin M. Knorr, Raymond T. Ng, Vladimir Tucakov",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2009
Clustering categorical data: an approach based on dynamical systems,"David Gibson, Jon Kleinberg, Prabhakar Raghavan",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2008
An XML query engine for network-bound data,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2154
Efficient filtering of XML documents with XPath expressions,"C.-Y. Chan, P. Felber, M. Garofalakis, R. Rastogi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2153
Functional-join processing,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2007
Foreword by the VLDB '98 PC Chairmen,"O. Shmueli, J. Widom",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2117
TIMBER: A native XML database,"H. V. Jagadish, S. Al-Khalifa, A. Chapman, L. V. S. Lakshmanan, A. Nierman, S. Paparizos, J. M. Patel, D. Srivastava, N. Wiwatwattana, Y. Wu, C. Yu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2156
Anatomy of a native XML base management system,"T. Fiebig, S. Helmer, C.-C. Kanne, G. Moerkotte, J. Neumann, R. Schiele, T. Westmann",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2157
Tree pattern query minimization,"S. Amer-Yahia, S. Cho, L. V. S. Lakshmanan, D. Srivastava",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2158
Efficient schemes for managing multiversionXML documents,"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2152
Description logics for semantic query optimization in object-oriented database systems,"Domenico Beneventano, Sonia Bergamaschi, Claudio Sartori",ACM Transactions on Database Systems (TODS) ,2003,ID1224
A simple algorithm for finding frequent elements in streams and bags,"Richard M. Karp, Scott Shenker, Christos H. Papadimitriou",ACM Transactions on Database Systems (TODS) ,2003,ID1225
Adaptive algorithms for set containment joins,"Sergey Melnik, Hector Garcia-Molina",ACM Transactions on Database Systems (TODS) ,2003,ID1226
Guest Editorial,Alon Y. Halevy,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2002,ID2155
PicoDMBS: Scaling Down Database Techniques for the Smartcard,"Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2000,ID1487
PicoDBMS: Validation and Experience,"Nicolas Anciaux, Christophe Bobineau, Luc Bouganim, Philippe Pucheral, Patrick Valduriez",Very Large Data Bases,2001,ID1441
NetCube: A Scalable Tool for Fast Data Mining and Compression,"Dimitris Margaritis, Christos Faloutsos, Sebastian Thrun",Very Large Data Bases,2001,ID1414
DB2 Spatial Extender - Spatial data within the RDBMS,David W. Adler,Very Large Data Bases,2001,ID1386
The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,Kjetil N&#248;rv&#229;g,Very Large Data Bases,1999,ID1581
Efficient Numerical Error Bounding for Replicated Network Services,"Haifeng Yu, Amin Vahdat",Very Large Data Bases,2000,ID1456
Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,"Soumen Chakrabarti, Sandeep Srivastava, Mallela Subramanyam, Mitul Tiwari",Very Large Data Bases,2000,ID1521
Building and Customizing Data-Intensive Web Sites Using Weave,"Khaled Yagoub, Daniela Florescu, Val&#233;rie Issarny, Patrick Valduriez",Very Large Data Bases,2000,ID1449
"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","Stefan De&#223;loch, Theo H&#228;rder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2038
Maintenance of implication integrity constraints under updates to constraints,"Naci S. Ishakbeyoglu, Z. Meral Ozsoyoglu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2037
Data partitioning and load balancing in parallel disk systems,"Peter Scheuermann, Gerhard Weikum, Peter Zabback",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2040
The OODB path-method generator (PMG) using access weights and precomputed access relevance,"Ashish Mehta, James Geller, Yehoshua Perl, Erich Neuhold",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2042
A flexible and recoverable client/server database event notification system,"Eric N. Hanson, I.-Cheng Chen, Roxana Dastur, Kurt Engel, Vijay Ramaswamy, Wendy Tan, Chun Xu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2039
"Optimizing relational queries in connection hypergraphs: nested queries, views, and binding propagations",Jia Liang Han,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1998,ID2041
OPT++ : an object-oriented implementation for extensible database query optimization,"Navin Kabra, David J. DeWitt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2024
Constant time permutation: an efficient block allocation strategy for variable-bit-rate continuous media data,"Yueh-Min Huang, Jen-Wen Ding, Shiao-Li Tsao",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2023
The intrinsic problems of structural heterogeneity and an approach to their solution,"Theo H&#228;rder, G&#252;nter Sauter, Joachim Thomas",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2022
Fast joins using join indices,"Zhe Li, Kenneth A. Ross",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2021
Efficient support for interactive service in multi-resolution VOD systems,"Kelvin K. W. Law, John C. S. Lui, Leana Golubchik",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2018
Semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,"Goksel Aslan, Dennis McLeod",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2020
MIL primitives for querying a fragmented world,"Peter A. Boncz, Martin L. Kersten",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2019
Deadlock detection in distributed database systems: a new algorithm and a comparative performance analysis,"Natalija Krivokapi&#263;, Alfons Kemper, Ehud Gudes",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,1999,ID2017
Indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"Changzhou Wang, X. Sean Wang",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1998
A graph-theoretic model for optimizing queries involving methods,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1995
HMAP- A temporal data model managing intervals with different granularities and indeterminacy from natural language sentences,"Carlo Combi, Giuseppe Pozzi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1996
Supporting efficient multimedia database exploration,"Wen-Syan Li, K.Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1997
Progressive evaluation of nested aggregate queries,"Kian-Lee Tan, Cheng Hian Goh, Beng Chin Ooi",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2125
Combining multi-visual features for efficient indexing in a large image database,"Anne H. H. Ngu, Quan Z. Sheng, Du Q. Huynh, Ron Lei",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2001,ID1994
Optimizing database architecture for the new bottleneck: memory access,"Stefan Manegold, Peter A. Boncz, Martin L. Kersten",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2123
Online dynamic reordering,"Vijayshankar Raman, Bhaskaran Raman, Joseph M. Hellerstein",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2124
Exploiting early sorting and early partitioning for decision support query processing,"J. Claussen, A. Kemper, D. Kossmann, C. Wiesner",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2121
One-dimensional and multi-dimensional substring selectivity estimation,"H. V. Jagadish, Olga Kapitskaia, Raymond T. Ng, Divesh Srivastava",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2122
Guest editorial,Malcolm P. Atkinson,The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2119
Context-based prefetch - an optimization for implementing objects on relations,"Philip A. Bernstein, Shankar Pal, David Shutt",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2120
View management in multimedia databases,"K. Sel&#231;uk Candan, Eric Lemar, V. S. Subrahmanian",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2001
Dynamic vp-tree indexing for n-nearest neighbor search given pair-wise distances,"Ada Wai-chee Fu, Polly Mei-shuen Chan, Yin-Ling Cheung, Yiu Sang Moon",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2000
UnQL: a query language and algebra for semistructured data based on structural recursion,"Peter Buneman, Mary Fernandez, Dan Suciu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2006
Checking the temporal integrity of interactive multimedia documents,"I. Mirbel, B. Pernici, T. Sellis, S. Tserkezoglou, M. Vazirgiannis",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID1999
Declarative specification of Web sites with S,"Mary Fern&#225;ndez, Daniela Florescu, Alon Levy, Dan Suciu",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2002
Analysis of navigation behaviour in web sites integrating multiple information systems,"Bettina Berendt, Myra Spiliopoulou",The VLDB Journal &mdash; The International Journal on Very Large Data Bases ,2000,ID2003
Mining Multi-Dimensional Constrained Gradients in Data Cubes,"Guozhu Dong, Jiawei Han, Joyce M. W. Lam, Jian Pei, Ke Wang",Very Large Data Bases,2001,ID1415
Storage and Querying of E-Commerce Data,"Rakesh Agrawal, Amit Somani, Yirong Xu",Very Large Data Bases,2001,ID1406
Surfing Wavelets on Streams: One-Pass Summaries for Approximate Aggregate Queries,"Anna C. Gilbert, Yannis Kotidis, S. Muthukrishnan, Martin Strauss",Very Large Data Bases,2001,ID1403
Data Staging for On-Demand Broadcast,"Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,2001,ID1375
Data Management for Pervasive Computing,"Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,2001,ID1346
Flexible and scalable digital library search,"Henk Ernst Blok, Menzo Windhouwer, Roelof van Zwol, Milan Petkovic, Peter M. G. Apers, Martin L. Kersten, Willem Jonker",Very Large Data Bases,2001,ID1393
Indexing the Distance: An Efficient Method to KNN Processing,"Cui Yu, Beng Chin Ooi, Kian-Lee Tan, H. V. Jagadish",Very Large Data Bases,2001,ID1420
